0.446,0.581,5.761,6.500,0.250,0.400
0.446,0.581,5.761,6.500,0.400,0.600
0.446,0.581,5.761,6.500,0.600,0.800
0.446,0.581,5.761,6.500,0.800,1.000
0.446,0.581,5.761,6.500,1.000,1.362
0.581,0.650,3.295,4.326,0.600,0.800
0.581,0.650,3.295,4.326,0.800,1.000
0.581,0.650,4.326,5.761,0.600,0.800
0.581,0.650,4.326,5.761,0.800,1.000
0.581,0.650,4.326,5.761,1.000,1.362
0.581,0.650,5.761,6.500,1.000,1.362
